BOOK_ID,Title,Author,Image,Text
1,Harry Potter and the Sorcerer’s Stone 1,J. K. Rowling,https://ml0nxdb6bobj.i.optimole.com/w:500/h:736/q:mauto/f:best/ig:avif/https://300pages.com/wp-content/uploads/2012/02/ss.jpg,"Harry Potter and the Sorcerers Stone CHAPTER ONE THE BOY WHO LIVED Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much. They were the last people youd expect to be involved in anything strange or mysterious, because they just didnt hold with such nonsense. Mr. Dursley was the director of a firm called Grunnings, which made drills. He was a big, beefy man with hardly any neck, although he did have a very large mustache. Mrs. Dursley was thin and blonde and had nearly twice the usual amount of neck, which came in very useful as she spent so much of her time craning over garden fences, spying on the neighbors. The Dursleys had a small son called Dudley and in their opinion there was no finer boy anywhere. The Dursleys had everything they wanted, but they also had a secret, and their greatest fear was that somebody would discover it. They didnt think they could bear it if anyone found out about the Potters. Mrs. Potter was Mrs. Dursleys sister, but they hadnt met for several years, in fact, Mrs. Dursley pretended she didnt have a sister, because her sister and her goodfornothing husband were as unDursleyish as it was possible to be. The Dursleys shuddered to think what the neighbors would say if the Potters arrived in the street. The Dursleys knew that the Potters had a small son, too, but they had never even seen him. This boy was another good reason for keeping the Potters away, they didnt want Dudley mixing with a child like that. When Mr. and Mrs. Dursley woke up on the dull, gray Tuesday our story starts, there was nothing about the cloudy sky outside to suggest that strange and mysterious things would soon be happening all over the country. Mr. Dursley hummed as he picked out his most boring tie for work, and Mrs. Dursley gossiped away happily as she wrestled a screaming Dudley into his high chair. None of them noticed a large, tawny owl flutter past the window. At half past eight, Mr. Dursley picked up his briefcase, pecked Mrs. Dursley on the cheek, and tried to kiss Dudley goodby but missed, because Dudley was now having a tantrum and throwing his cereal at the walls. 'Little tyke,' chortled Mr. Dursley as he left the house. He got into his car and backed out of number fours drive. It was on the corner of the street that he noticed the first sign of something peculiar a cat reading a map. For a second, Mr. Dursley didnt realize what he had seen then he jerked his head around to look again. There was a tabby cat standing on the corner of Privet Drive, but there wasnt a map in sight. What could he have been thinking of? It must have been a trick of the light. Mr. Dursley blinked and stared at the cat. It stared back. As Mr. Dursley drove around the corner and up the road, he watched the cat in his mirror. It was now reading the sign that said Privet Drive no, looking at the sign, cats couldnt read maps or signs. Mr. Dursley gave himself a little shake and put the cat out of his mind. As he drove toward town he thought of nothing except a large order of drills he was hoping to get that day. But on the edge of town, drills were driven out of his mind by something else. As he sat in the usual morning traffic jam, he couldnt help noticing that there seemed to be a lot of strangely dressed people about. People in cloaks. Mr. Dursley couldnt bear people who dressed in funny clothes the getups you saw on young people. He supposed this was some stupid new fashion. He drummed his fingers on the steering wheel and his eyes fell on a huddle of these weirdos standing quite close by. They were whispering excitedly together. Mr. Dursley was enraged to see that a couple of them werent young at all, why, that man had to be older than he was, and wearing an emeraldgreen cloak. The nerve of him. But then it struck Mr. Dursley that this was probably some silly stunt these people were obviously collecting for something... yes, that would be it. The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills. Mr. Dursley always sat with his back to the window in his office on the ninth floor. If he hadnt, he might have found it harder to concentrate on drills that morning. He didnt see the owls swooping past in broad daylight, though people down in the street did, they pointed and gazed openmouthed as owl after owl sped overhead. Most of them had never seen an owl even at nighttime. Mr. Dursley, however, had a perfectly normal, owlfree morning. He yelled at five different people. He made several important telephone calls and shouted a bit more. He was in a very good mood until lunchtime, when he thought hed stretch his legs and walk across the road to buy himself a bun from the bakery. Hed forgotten all about the people in cloaks until he passed a group of them next to the bakers. He eyed them angrily as he passed. He didnt know why, but they made him uneasy. This bunch were whispering excitedly, too, and he couldnt see a single collecting tin. It was on his way back past them, clutching a doughnut in a bag, that he caught a few words of what they were saying. 'The Potters, thats right, thats what I heard yes, their son, Harry' Mr. Dursley stopped dead. Fear flooded him. He looked back at the whisperers as if he wanted to say something to them, but thought better of it. He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind. He put the receiver back down and stroked his mustache, thinking... no, he was being stupid. Potter wasnt such an unusual name. He was sure there were lots of people called Potter who had a son called Harry. Come to think of it, he wasnt even sure his nephew was called Harry. Hed never even seen the boy. It might have been Harvey. Or Harold. There was no point in worrying Mrs. Dursley, she always got so upset at any mention of her sister. He didnt blame her if hed had a sister like that... but all the same, those people in cloaks... He found it a lot harder to concentrate on drills that afternoon and when he left the building at five oclock, he was still so worried that he walked straight into someone just outside the door. 'Sorry,' he grunted, as the tiny old man stumbled and almost fell. It was a few seconds before Mr. Dursley realized that the man was wearing a violet cloak. He didnt seem at all upset at being almost knocked to the ground. On the contrary, his face split into a wide smile and he said in a squeaky voice that made passersby stare, 'Dont be sorry, my dear sir, for nothing could upset me today. Rejoice, for YouKnowWho has gone at last. Even Muggles like yourself should be celebrating, this happy, happy day.' And the old man hugged Mr. Dursley around the middle and walked off. Mr. Dursley stood rooted to the spot. He had been hugged by a complete stranger. He also thought he had been called a Muggle, whatever that was. He was rattled. He hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didnt approve of imagination. As he pulled into the driveway of number four, the first thing he saw and it didnt improve his mood was the tabby cat hed spotted that morning. It was now sitting on his garden wall. He was sure it was the same one, it had the same markings around its eyes. 'Shoo.' said Mr. Dursley loudly. The cat didnt move. It just gave him a stern look. Was this normal cat behavior. Mr. Dursley wondered. Trying to pull himself together, he let himself into the house. He was still determined not to mention anything to his wife. Mrs. Dursley had had a nice, normal day. She told him over dinner all about Mrs. Next Doors problems with her daughter and how Dudley had learned a new word ('Wont.'). Mr. Dursley tried to act normally. When Dudley had been put to bed, he went into the living room in time to catch the last report on the evening news. 'And finally, birdwatchers everywhere have reported that the nations owls have been behaving very unusually today. Although owls normally hunt at night and are hardly ever seen in daylight, there have been hundreds of sightings of these birds flying in every direction since sunrise. Experts are unable to explain why the owls have suddenly changed their sleeping pattern.' The newscaster allowed himself a grin. 'Most mysterious. And now, over to Jim McGuffin with the weather. Going to be any more showers of owls tonight, Jim.' 'Well, Ted,' said the weatherman, 'I dont know about that, but its not only the owls that have been acting oddly today. Viewers as far apart as Kent, Yorkshire, and Dundee have been phoning in to tell me that instead of the rain I promised yesterday, theyve had a downpour of shooting stars. Perhaps people have been celebrating Bonfire Night early its not until next week, folks. But I can promise a wet night tonight.' Mr. Dursley sat frozen in his armchair. Shooting stars all over Britain. Owls flying by daylight. Mysterious people in cloaks all over the place. And a whisper, a whisper about the Potters... Mrs. Dursley came into the living room carrying two cups of tea. It was no good. Hed have to say something to her. He cleared his throat nervously. 'Er Petunia, dear you havent heard from your sister lately, have you.' As he had expected, Mrs. Dursley looked shocked and angry. After all, they normally pretended she didnt have a sister. 'No,' she said sharply. 'Why.' 'Funny stuff on the news,' Mr. Dursley mumbled. 'Owls. shooting stars... and there were a lot of funnylooking people in town today...' 'So.' snapped Mrs. Dursley. 'Well, I just thought... maybe... it was something to do with... you know... her crowd.' Mrs. Dursley sipped her tea through pursed lips. Mr. Dursley wondered whether he dared tell her hed heard the name 'Potter.' He decided he didnt dare. Instead he said, as casually as he could, 'Their son he'd be about Dudleys age now, wouldnt he.' 'I suppose so,' said Mrs. Dursley stiffly. 'Whats his name again. Howard, isnt it.' 'Harry. Nasty, common name, if you ask me.' 'Oh, yes,' said Mr. Dursley, his heart sinking horribly. 'Yes, I quite agree.' He didnt say another word on the subject as they went upstairs to bed. While Mrs. Dursley was in the bathroom, Mr. Dursley crept to the bedroom window and peered down into the front garden. The cat was still there. It was staring down Privet Drive as though it were waiting for something. Was he imagining things. Could all this have anything to do with the Potters. If it did... if it got out that they were related to a pair of well, he didnt think he could bear it. The Dursleys got into bed. Mrs. Dursley fell asleep quickly but Mr. Dursley lay awake, turning it all over in his mind. His last, comforting thought before he fell asleep was that even if the Potters were involved, there was no reason for them to come near him and Mrs. Dursley. The Potters knew very well what he and Petunia thought about them and their kind.... He couldnt see how he and Petunia could get mixed up in anything that might be going on he yawned and turned over it couldnt affect them.... How very wrong he was. Mr. Dursley might have been drifting into an uneasy sleep, but the cat on the wall outside was showing no sign of sleepiness. It was sitting as still as a statue, its eyes fixed unblinkingly on the far corner of Privet Drive. It didnt so much as quiver when a car door slammed on the next street, nor when two owls swooped overhead. In fact, it was nearly midnight before the cat moved at all. A man appeared on the corner the cat had been watching, appeared so suddenly and silently youd have thought hed just popped out of the ground. The cats tail twitched and its eyes narrowed. Nothing like this man had ever been seen on Privet Drive. He was tall, thin, and very old, judging by the silver of his hair and beard, which were both long enough to tuck into his belt. He was wearing long robes, a purple cloak that swept the ground, and highheeled, buckled boots. His blue eyes were light, bright, and sparkling behind halfmoon spectacles and his nose was very long and crooked, as though it had been broken at least twice. This mans name was Albus Dumbledore. Albus Dumbledore didnt seem to realize that he had just arrived in a street where everything from his name to his boots was unwelcome. He was busy rummaging in his cloak, looking for something. But he did seem to realize he was being watched, because he looked up suddenly at the cat, which was still staring at him from the other end of the street. For some reason, the sight of the cat seemed to amuse him. He chuckled and muttered, 'I should have known.' He found what he was looking for in his inside pocket. It seemed to be a silver cigarette lighter. He flicked it open, held it up in the air, and clicked it. The nearest street lamp went out with a little pop. He clicked it again the next lamp flickered into darkness. Twelve times he clicked the PutOuter, until the only lights left on the whole street were two tiny pinpricks in the distance, which were the eyes of the cat watching him. If anyone looked out of their window now, even beadyeyed Mrs. Dursley, they wouldnt be able to see anything that was happening down on the pavement. Dumbledore slipped the PutOuter back inside his cloak and set off down the street toward number four, where he sat down on the wall next to the cat. He didnt look at it, but after a moment he spoke to it. 'Fancy seeing you here, Professor McGonagall.' He turned to smile at the tabby, but it had gone. Instead he was smiling at a rather severelooking woman who was wearing square glasses exactly the shape of the markings the cat had had around its eyes. She, too, was wearing a cloak, an emerald one. Her black hair was drawn into a tight bun. She looked distinctly ruffled. 'How did you know it was me.' she asked. 'My dear Professor, Ive never seen a cat sit so stiffly.' 'Youd be stiff if youd been sitting on a brick wall all day,' said Professor McGonagall. 'All day. When you could have been celebrating. I must have passed a dozen feasts and parties on my way here.' Professor McGonagall sniffed angrily. 'Oh yes, everyones celebrating, all right,' she said impatiently. 'Youd think theyd be a bit more careful, but no even the Muggles have noticed somethings going on. It was on their news.' She jerked her head back at the Dursleys dark livingroom window. 'I heard it. Flocks of owls... shooting stars.... Well, theyre not completely stupid. They were bound to notice something. Shooting stars down in Kent Ill bet that was Dedalus Diggle. He never had much sense.' 'You cant blame them,' said Dumbledore gently. 'Weve had precious little to celebrate for eleven years.' 'I know that,' said Professor McGonagall irritably. 'But thats no reason to lose our heads. People are being downright careless, out on the streets in broad daylight, not even dressed in Muggle clothes, swapping rumors.' She threw a sharp, sideways glance at Dumbledore here, as though hoping he was going to tell her something, but he didnt, so she went on. 'A fine thing it would be if, on the very day YouKnowWho seems to have disappeared at last, the Muggles found out about us all. I suppose he really has gone, Dumbledore.' 'It certainly seems so,' said Dumbledore. 'We have much to be thankful for. Would you care for a lemon drop.' 'A what.' 'A lemon drop. Theyre a kind of Muggle sweet Im rather fond of' 'No, thank you,' said Professor McGonagall coldly, as though she didnt think this was the moment for lemon drops. 'As I say, even if YouKnowWho has gone ' 'My dear Professor, surely a sensible person like yourself can call him by his name. All this YouKnowWho nonsense for eleven years I have been trying to persuade people to call him by his proper name. Voldemort.' Professor McGonagall flinched, but Dumbledore, who was unsticking two lemon drops, seemed not to notice. 'It all gets so confusing if we keep saying YouKnowWho. I have never seen any reason to be frightened of saying Voldemorts name. 'I know you havent, said Professor McGonagall, sounding half exasperated, half admiring. 'But youre different. Everyone knows youre the only one YouKnow oh, all right, Voldemort, was frightened of.' 'You flatter me,' said Dumbledore calmly. 'Voldemort had powers I will never have.' 'Only because youre too well noble to use them.' 'Its lucky its dark. I havent blushed so much since Madam Pomfrey told me she liked my new earmuffs.' Professor McGonagall shot a sharp look at Dumbledore and said, 'The owls are nothing next to the rumors that are flying around. You know what everyones saying. About why hes disappeared. About what finally stopped him.' It seemed that Professor McGonagall had reached the point she was most anxious to discuss, the real reason she had been waiting on a cold, hard wall all day, for neither as a cat nor as a woman had she fixed Dumbledore with such a piercing stare as she did now. It was plain that whatever 'everyone' was saying, she was not going to believe it until Dumbledore told her it"
2,Atomic habits,James Clear,https://www.irustima.com/wp-content/uploads/2025/01/atomic-habits-james-clear-irustima.jpg,"The Surprising Power of Atomic Habits THE FATE OF British Cycling changed one day in 2003. The organization, which was the governing body for professional cycling in Great Britain, had recently hired Dave Brailsford as its new performance director. At the time, professional cyclists in Great Britain had endured nearly one hundred years of mediocrity. Since 1908, British riders had won just a single gold medal at the Olympic Games, and they had fared even worse in cyclings biggest race, the Tour de France. In 110 years, no British cyclist had ever won the event. In fact, the performance of British riders had been so underwhelming that one of the top bike manufacturers in Europe refused to sell bikes to the team because they were afraid that it would hurt sales if other professionals saw the Brits using their gear. Brailsford had been hired to put British Cycling on a new trajectory. What made him different from previous coaches was his relentless commitment to a strategy that he referred to as the aggregation of marginal gains, which was the philosophy of searching for a tiny margin of improvement in everything you do. Brailsford said, 'The whole principle came from the idea that if you broke down everything you could think of that goes into riding a bike, and then improve it by 1 percent, you will get a significant increase when you put them all together.' Brailsford and his coaches began by making small adjustments you might expect from a professional cycling team. They redesigned the bike seats to make them more comfortable and rubbed alcohol on the tires for a better grip. They asked riders to wear electrically heated overshorts to maintain ideal muscle temperature while riding and used biofeedback sensors to monitor how each athlete responded to a particular workout. The team tested various fabrics in a wind tunnel and had their outdoor riders switch to indoor racing suits, which proved to be lighter and more aerodynamic. But they didnt stop there. Brailsford and his team continued to find 1 percent improvements in overlooked and unexpected areas. They tested different types of massage gels to see which one led to the fastest muscle recovery. They hired a surgeon to teach each rider the best way to wash their hands to reduce the chances of catching a cold. They determined the type of pillow and mattress that led to the best nights sleep for each rider. They even painted the inside of the team truck white, which helped them spot little bits of dust that would normally slip by unnoticed but could degrade the performance of the finely tuned bikes. As these and hundreds of other small improvements accumulated, the results came faster than anyone could have imagined. Just five years after Brailsford took over, the British Cycling team dominated the road and track cycling events at the 2008 Olympic Games in Beijing, where they won an astounding 60 percent of the gold medals available. Four years later, when the Olympic Games came to London, the Brits raised the bar as they set nine Olympic records and seven world records. That same year, Bradley Wiggins became the first British cyclist to win the Tour de France. The next year, his teammate Chris Froome won the race, and he would go on to win again in 2015, 2016, and 2017, giving the British team five Tour de France victories in six years. During the tenyear span from 2007 to 2017, British cyclists won 178 world championships and sixtysix Olympic or Paralympic gold medals and captured five Tour de France victories in what is widely regarded as the most successful run in cycling history. How does this happen. How does a team of previously ordinary athletes transform into world champions with tiny changes that, at first glance, would seem to make a modest difference at best. Why do small improvements accumulate into such remarkable results, and how can you replicate this approach in your own life. WHY SMALL HABITS MAKE A BIG DIFFERENCE It is so easy to overestimate the importance of one defining moment and underestimate the value of making small improvements on a daily basis. Too often, we convince ourselves that massive success requires massive action. Whether it is losing weight, building a business, writing a book, winning a championship, or achieving any other goal, we put pressure on ourselves to make some earthshattering improvement that everyone will talk about. Meanwhile, improving by 1 percent isnt particularly notable—sometimes it isnt even noticeable—but it can be far more meaningful, especially in the long run. The difference a tiny improvement can make over time is astounding. Heres how the math works out. if you can get 1 percent better each day for one year, youll end up thirtyseven times better by the time youre done. Conversely, if you get 1 percent worse each day for one year, youll decline nearly down to zero. What starts as a small win or a minor setback accumulates into something much more. 1 BETTER EVERY DAY 1 worse every day for one year. 0.99365 00.03 1 better every day for one year. 1.01365 37.78 FIGURE 1. The effects of small habits compound over time. For example, if you can get just 1 percent better each day, youll end up with results that are nearly 37 times better after one year. Habits are the compound interest of selfimprovement. The same way that money multiplies through compound interest, the effects of your habits multiply as you repeat them. They seem to make little difference on any given day and yet the impact they deliver over the months and years can be enormous. It is only when looking back two, five, or perhaps ten years later that the value of good habits and the cost of bad ones becomes strikingly apparent. This can be a difficult concept to appreciate in daily life. We often dismiss small changes because they dont seem to matter very much in the moment. If you save a little money now, youre still not a millionaire. If you go to the gym three days in a row, youre still out of shape. If you study Mandarin for an hour tonight, you still havent learned the language. We make a few changes, but the results never seem to come quickly and so we slide back into our previous routines. Unfortunately, the slow pace of transformation also makes it easy to let a bad habit slide. If you eat an unhealthy meal today, the scale doesnt move much. If you work late tonight and ignore your family, they will forgive you. If you procrastinate and put your project off until tomorrow, there will usually be time to finish it later. A single decision is easy to dismiss. But when we repeat 1 percent errors, day after day, by replicating poor decisions, duplicating tiny mistakes, and rationalizing little excuses, our small choices compound into toxic results. Its the accumulation of many missteps—a 1 percent decline here and there—that eventually leads to a problem. The impact created by a change in your habits is similar to the effect of shifting the route of an airplane by just a few degrees. Imagine you are flying from Los Angeles to New York City. If a pilot leaving from LAX adjusts the heading just 3.5 degrees south, you will land in Washington, D.C., instead of New York. Such a small change is barely noticeable at takeoff—the nose of the airplane moves just a few feet—but when magnified across the entire United States, you end up hundreds of miles apart. Similarly, a slight change in your daily habits can guide your life to a very different destination. Making a choice that is 1 percent better or 1 percent worse seems insignificant in the moment, but over the span of moments that make up a lifetime these choices determine the difference between who you are and who you could be. Success is the product of daily habits—not onceinalifetime transformations. That said, it doesnt matter how successful or unsuccessful you are right now. What matters is whether your habits are putting you on the path toward success. You should be far more concerned with your current trajectory than with your current results. If youre a millionaire but you spend more than you earn each month, then youre on a bad trajectory. If your spending habits dont change, its not going to end well. Conversely, if youre broke, but you save a little bit every month, then youre on the path toward financial freedom—even if youre moving slower than youd like. Your outcomes are a lagging measure of your habits. Your net worth is a lagging measure of your financial habits. Your weight is a lagging measure of your eating habits. Your knowledge is a lagging measure of your learning habits. Your clutter is a lagging measure of your cleaning habits. You get what you repeat. If you want to predict where youll end up in life, all you have to do is follow the curve of tiny gains or tiny losses, and see how your daily choices will compound ten or twenty years down the line. Are you spending less than you earn each month. Are you making it into the gym each week. Are you reading books and learning something new each day. Tiny battles like these are the ones that will define your future self. Time magnifies the margin between success and failure. It will multiply whatever you feed it. Good habits make time your ally. Bad habits make time your enemy. Habits are a doubleedged sword. Bad habits can cut you down just as easily as good habits can build you up, which is why understanding the details is crucial. You need to know how habits work and how to design them to your liking, so you can avoid the dangerous half of the blade. YOUR HABITS CAN COMPOUND FOR YOU OR AGAINST YOU Positive Compounding Productivity compounds. Accomplishing one extra task is a small feat on any given day, but it counts for a lot over an entire career. The effect of automating an old task or mastering a new skill can be even greater. The more tasks you can handle without thinking, the more your brain is free to focus on other areas. Knowledge compounds. Learning one new idea wont make you a genius, but a commitment to lifelong learning can be transformative. Furthermore, each book you read not only teaches you something new but also opens up different ways of thinking about old ideas. As Warren Buffett says, Thats how knowledge works. It builds up, like compound interest. Relationships compound. People reflect your behavior back to you. The more you help others, the more others want to help you. Being a little bit nicer in each interaction can result in a network of broad and strong connections over time. Negative Compounding Stress compounds. The frustration of a traffic jam. The weight of parenting responsibilities. The worry of making ends meet. The strain of slightly high blood pressure. By themselves, these common causes of stress are manageable. But when they persist for years, little stresses compound into serious health issues. Negative thoughts compound. The more you think of yourself as worthless, stupid, or ugly, the more you condition yourself to interpret life that way. You get trapped in a thought loop. The same is true for how you think about others. Once you fall into the habit of seeing people as angry, unjust, or selfish, you see those kind of people everywhere. Outrage compounds. Riots, protests, and mass movements are rarely the result of a single event. Instead, a long series of microaggressions and daily aggravations slowly multiply until one event tips the scales and outrage spreads like wildfire. WHAT PROGRESS IS REALLY LIKE Imagine that you have an ice cube sitting on the table in front of you. The room is cold and you can see your breath. It is currently twentyfive degrees. Ever so slowly, the room begins to heat up. Twentysix degrees. Twentyseven. Twentyeight. The ice cube is still sitting on the table in front of you. Twentynine degrees. Thirty. Thirtyone. Still, nothing has happened. Then, thirtytwo degrees. The ice begins to melt. A onedegree shift, seemingly no different from the temperature increases before it, has unlocked a huge change. Breakthrough moments are often the result of many previous actions, which build up the potential required to unleash a major change. This pattern shows up everywhere. Cancer spends 80 percent of its life undetectable, then takes over the body in months. Bamboo can barely be seen for the first five years as it builds extensive root systems underground before exploding ninety feet into the air within six weeks. Similarly, habits often appear to make no difference until you cross a critical threshold and unlock a new level of performance. In the early and middle stages of any quest, there is often a Valley of Disappointment. You expect to make progress in a linear fashion and its frustrating how ineffective changes can seem during the first days, weeks, and even months. It doesnt feel like you are going anywhere. Its a hallmark of any compounding process. the most powerful outcomes are delayed. This is one of the core reasons why it is so hard to build habits that last. People make a few small changes, fail to see a tangible result, and decide to stop. You think, Ive been running every day for a month, so why cant I see any change in my body. Once this kind of thinking takes over, its easy to let good habits fall by the wayside. But in order to make a meaningful difference, habits need to persist long enough to break through this plateau—what I call the Plateau of Latent Potential. If you find yourself struggling to build a good habit or break a bad one, it is not because you have lost your ability to improve. It is often because you have not yet crossed the Plateau of Latent Potential. Complaining about not achieving success despite working hard is like complaining about an ice cube not melting when you heated it from twentyfive to thirtyone degrees. Your work was not wasted. it is just being stored. All the action happens at thirtytwo degrees. When you finally break through the Plateau of Latent Potential, people will call it an overnight success. The outside world only sees the most dramatic event rather than all that preceded it. But you know that its the work you did long ago —when it seemed that you werent making any progress—that makes the jump today possible. It is the human equivalent of geological pressure. Two tectonic plates can grind against one another for millions of years, the tension slowly building all the while. Then, one day, they rub each other once again, in the same fashion they have for ages, but this time the tension is too great. An earthquake erupts. Change can take years—before it happens all at once. Mastery requires patience. The San Antonio Spurs, one of the most successful teams in NBA history, have a quote from social reformer Jacob Riis hanging in their locker room. When nothing seems to help, I go and look at a stonecutter hammering away at his rock, perhaps a hundred times without as much as a crack showing in it. Yet at the hundred and first blow it will split in two, and I know it was not that last blow that did it—but all that had gone before. THE PLATEAU OF LATENT POTENTIAL FIGURE 2. We often expect progress to be linear. At the very least, we hope it will come quickly. In reality, the results of our efforts are often delayed. It is not until months or years later that we realize the true value of the previous work we have done. This can result in a valley of disappointment where people feel discouraged after putting in weeks or months of hard work without experiencing any results. However, this work was not wasted. It was simply being stored. It is not until much later that the full value of previous efforts is revealed. All big things come from small beginnings. The seed of every habit is a single, tiny decision. But as that decision is repeated, a habit sprouts and grows stronger. Roots entrench themselves and branches grow. The task of breaking a bad habit is like uprooting a powerful oak within us. And the task of building a good habit is like cultivating a delicate flower one day at a time. But what determines whether we stick with a habit long enough to survive the Plateau of Latent Potential and break through to the other side. What is it that causes some people to slide into unwanted habits and enables others to enjoy the compounding effects of good ones. FORGET ABOUT GOALS, FOCUS ON SYSTEMS INSTEAD Prevailing wisdom claims that the best way to achieve what we want in life— getting into better shape, building a successful business, relaxing more and worrying less, spending more time with friends and family—is to set specific, actionable goals. For many years, this was how I approached my habits, too. Each one was a goal to be reached. I set goals for the grades I wanted to get in school, for the weights I wanted to lift in the gym, for the profits I wanted to earn in business. I succeeded at a few, but I failed at a lot of them. Eventually, I began to realize that my results had very little to do with the goals I set and nearly everything to do with the systems I followed. Whats the difference between systems and goals. Its a distinction I first learned from Scott Adams, the cartoonist behind the Dilbert comic. Goals are about the results you want to achieve. Systems are about the processes that lead to those results. If youre a coach, your goal might be to win a championship. Your system is the way you recruit players, manage your assistant coaches, and conduct practice. If youre an entrepreneur, your goal might be to build a milliondollar business. Your system is how you test product ideas, hire employees, and run marketing campaigns. If youre a musician, your goal might be to play a new piece. Your system is how often you practice, how you break down and tackle difficult measures, and your method for receiving feedback from your instructor. Now for the interesting question. If you completely ignored your goals and focused only on your system, would you still succeed. For example, if you were a basketball coach and you ignored your goal to win a championship and focused only on what your team does at practice each day, would you still get results. I think you would. The goal in any sport is to finish with the best score, but it would be ridiculous to spend the whole game staring at the scoreboard. The only way to actually win is to get better each day. In the words of threetime Super Bowl winner Bill Walsh, The score takes care of itself. The same is true for other areas of life. If you want better results, then forget about setting goals. Focus on your system instead. What do I mean by this. Are goals completely useless. Of course not. Goals are good for setting a direction, but systems are best for making progress. A handful of problems arise when you spend too much time thinking about your goals and not enough time designing your systems. Problem 1. Winners and losers have the same goals. Goal setting suffers from a serious case of survivorship bias. We concentrate on the people who end up winning—the survivors—and mistakenly assume that ambitious goals led to their success while overlooking all of the people who had the same objective but didnt succeed. Every Olympian wants to win a gold medal. Every candidate wants to get the job. And if successful and unsuccessful people share the same goals, then the goal cannot be what differentiates the winners from the losers. It wasnt the goal of winning the Tour de France that propelled the British cyclists to the top of the sport. Presumably, they had wanted to win the race every year before—just like every other professional team. The goal had always been there. It was only when they implemented a system of continuous small improvements that they achieved a different outcome."
